transaction_id,station_id,timestamp,ticket_type,passenger_category,entry_station,exit_station,travel_duration,fare_amount,payment_method
TXN00039624,BLR057,2024-11-07 18:51:00,QR Ticket,Women,Lalbagh,Trinity,16,30,Metro App
TXN00039625,DEL173,2024-12-19 09:45:00,Smart Card,General,Naraina Vihar,Ashok Park Main,23,27,Credit/Debit Card
TXN00039626,NGP002,2024-11-24 08:08:00,Smart Card,General,Nari Road,Nagpur Railway Station,17,27,UPI
TXN00039627,DEL213,2024-11-03 18:02:00,QR Ticket,General,Tikri Kalan,Kailash Colony,57,50,Metro App
TXN00039628,DEL092,2024-11-07 18:51:00,Smart Card,Student,Netaji Subhash Place,Dwarka Sector 21,44,36,Metro App
TXN00039629,HYD055,2024-12-22 19:29:00,QR Ticket,General,Chikkadpally,Stadium,13,20,UPI
TXN00039630,DEL092,2024-10-31 09:02:00,Smart Card,General,Netaji Subhash Place,Khan Market,33,36,Cash
TXN00039631,DEL002,2024-12-09 06:46:00,Smart Card,Student,Rohini Sector 18-19,Rajiv Chowk,31,36,Cash
TXN00039632,HYD014,2024-11-23 23:20:00,Token,General,Khairatabad,Mettuguda,8,20,Cash
TXN00039633,DEL047,2024-11-24 10:23:00,QR Ticket,General,Dwarka Mor,Anand Vihar ISBT,42,40,Cash
TXN00039634,DEL059,2024-11-07 23:21:00,Smart Card,Student,Kirti Nagar,INA,16,27,Metro App
TXN00039635,DEL131,2024-11-26 23:00:00,Smart Card,Senior Citizen,Sarita Vihar,Noida Sector 18,34,36,UPI
TXN00039636,HYD031,2024-10-02 14:59:00,Token,General,Madhapur,Gandhi Bhavan,32,40,Cash
TXN00039637,BLR054,2024-10-11 13:48:00,QR Ticket,Student,Chickpete,MG Road,15,30,UPI
TXN00039638,BLR005,2024-10-10 19:17:00,Smart Card,General,Jnanabharathi,Srirampura,18,27,UPI
TXN00039639,DEL115,2024-11-05 13:31:00,Smart Card,General,Lal Qila,Samaypur Badli,32,36,Cash
TXN00039640,PUN021,2024-12-03 22:35:00,Smart Card,General,Chhatrapati Sambhaji Udyan,Sant Tukaram Nagar,32,36,UPI
TXN00039641,DEL019,2024-12-29 09:16:00,Smart Card,Student,Udyog Bhawan,MG Road,31,36,NCMC Card
TXN00039642,KNP019,2024-11-29 06:24:00,Smart Card,Senior Citizen,Basant Vihar,Naveen Market,18,27,NCMC Card
TXN00039643,DEL041,2024-10-30 20:28:00,Smart Card,General,Dwarka Sector 10,Sadar Bazar Cantonment,16,27,Cash
TXN00039644,HYD011,2024-11-24 16:00:00,Smart Card,General,Ameerpet,Peddamma Gudi,18,27,NCMC Card
TXN00039645,BLR032,2024-10-02 18:13:00,Monthly Pass,General,Nallurhalli,Hosahalli,40,36,Metro App
TXN00039646,DEL171,2024-12-02 18:04:00,Smart Card,General,ESI Basaidarapur,IP Extension,22,27,Metro App
TXN00039647,DEL118,2024-12-23 18:18:00,Token,Student,ITO,Lajpat Nagar,9,10,Metro App
TXN00039648,BLR034,2024-10-06 07:00:00,QR Ticket,General,Pattandur Agrahara,Chikkabidarakallu,55,50,UPI
TXN00039649,KOL024,2024-10-06 23:45:00,Monthly Pass,Student,Kavi Nazrul,Gitanjali,9,9,UPI
TXN00039650,DEL043,2024-11-28 18:47:00,Token,General,Dwarka Sector 12,Punjabi Bagh,22,30,UPI
TXN00039651,MUM003,2024-12-02 08:22:00,Smart Card,General,Azad Nagar,Mandapeshwar,33,36,Metro App
TXN00039652,BLR052,2024-12-24 09:29:00,Token,General,Srirampura,Doddakallasandra,23,30,Cash
TXN00039653,DEL197,2024-11-14 16:25:00,Monthly Pass,General,Shiv Vihar,Yashobhoomi Dwarka Sector 25,62,45,Cash
TXN00039654,MUM003,2024-10-18 23:13:00,Smart Card,Women,Azad Nagar,Kalbadevi,30,36,NCMC Card
TXN00039655,DEL025,2024-11-27 16:57:00,Monthly Pass,General,Hauz Khas,Chhatarpur,22,27,NCMC Card
TXN00039656,CHN010,2024-10-19 10:05:00,QR Ticket,General,Little Mount Metro,St. Thomas Mount,21,30,UPI
TXN00039657,NDA004,2024-12-20 23:11:00,Smart Card,Student,Noida Sector 101,Noida Sector 144,16,27,UPI
TXN00039658,MUM039,2024-10-22 20:31:00,Smart Card,Tourist,Jogeshwari East,Andheri,14,27,Cash
TXN00039659,BLR007,2024-12-15 11:15:00,Monthly Pass,General,Nayandahalli,Nallurhalli,50,45,UPI
TXN00039660,KOC001,2024-10-01 10:17:00,Smart Card,General,Aluva,Muttom,9,18,UPI
TXN00039661,AMD019,2024-11-08 10:43:00,QR Ticket,Student,Sabarmati,Nirant Cross Road,35,40,UPI
TXN00039662,DEL126,2024-11-06 23:10:00,Token,Senior Citizen,Nehru Place,Rajdhani Park,54,50,Cash
TXN00039663,DEL015,2024-12-28 22:13:00,Smart Card,Student,New Delhi,Harkesh Nagar Okhla,42,36,UPI
TXN00039664,DEL039,2024-10-30 10:02:00,QR Ticket,General,Dwarka Sector 8,Sarai Kale Khan Nizamuddin,46,50,NCMC Card
TXN00039665,DEL171,2024-12-14 20:15:00,Smart Card,Senior Citizen,ESI Basaidarapur,Okhla NSIC,38,36,UPI
TXN00039666,MUM011,2024-10-10 14:07:00,Smart Card,Senior Citizen,Jagruti Nagar,Girgaon,34,36,NCMC Card
TXN00039667,DEL188,2024-11-13 06:11:00,Smart Card,General,Anand Vihar ISBT,Sarita Vihar,53,45,UPI
TXN00039668,DEL204,2024-11-08 07:55:00,Smart Card,Women,Peeragarhi,Hauz Khas,26,27,NCMC Card
TXN00039669,MUM010,2024-11-05 18:00:00,Smart Card,General,Asalpha,Science Museum,30,27,Cash
TXN00039670,DEL019,2024-12-29 19:13:00,QR Ticket,General,Udyog Bhawan,Shivaji Stadium,24,30,UPI
TXN00039671,BLR010,2024-10-23 07:57:00,Token,General,Attiguppe,Goraguntepalya,13,20,Cash
TXN00039672,DEL024,2024-11-30 12:11:00,QR Ticket,General,Green Park,Okhla NSIC,36,40,UPI
TXN00039673,HYD032,2024-12-13 15:02:00,Smart Card,Student,Peddamma Gudi,Assembly,25,27,Cash
TXN00039674,DEL164,2024-11-03 10:32:00,QR Ticket,Senior Citizen,Jasola Vihar Shaheen Bagh,Dilshad Garden,33,40,Credit/Debit Card
TXN00039675,DEL170,2024-11-04 18:52:00,Smart Card,General,Punjabi Bagh West,Dwarka Sector 11,39,36,NCMC Card
TXN00039676,KOL002,2024-12-13 07:28:00,Smart Card,Senior Citizen,Baranagar,Kavi Nazrul,36,36,Metro App
TXN00039677,NDA013,2024-12-24 19:51:00,Token,General,Noida Sector 147,Noida Sector 143,13,20,Metro App
TXN00039678,DEL139,2024-12-20 18:04:00,Smart Card,Student,Badkal Mor,IGI Airport,51,45,UPI
TXN00039679,DEL020,2024-10-21 13:44:00,Monthly Pass,General,Lok Kalyan Marg,RK Puram,16,27,Cash
TXN00039680,CHN005,2024-12-14 22:14:00,Smart Card,General,St. Thomas Mount,Ekkattuthangal,8,18,Cash
TXN00039681,MUM005,2024-10-24 08:47:00,Smart Card,Senior Citizen,Western Express Highway,Andheri,5,9,Cash
TXN00039682,NDA010,2024-11-01 22:41:00,Smart Card,General,Noida Sector 144,Noida Sector 142,9,18,UPI
TXN00039683,DEL150,2024-11-04 09:50:00,Smart Card,Senior Citizen,Terminal 1 IGI Airport,Sadar Bazar Cantonment,8,9,UPI
TXN00039684,DEL153,2024-12-12 05:29:00,Smart Card,General,Munirka,Lok Kalyan Marg,15,27,NCMC Card
TXN00039685,HYD035,2024-12-10 21:29:00,Smart Card,Women,Yusufguda,Bharat Nagar,13,27,Metro App
TXN00039686,DEL206,2024-11-20 21:12:00,Smart Card,General,Maharaja Surajmal Stadium,Central Secretariat,31,36,Metro App
TXN00039687,DEL134,2024-10-10 18:05:00,Smart Card,General,Badarpur Border,Yashobhoomi Dwarka Sector 25,45,36,Credit/Debit Card
TXN00039688,CHN027,2024-11-25 20:48:00,Token,General,Pachaiyappa's College,St. Thomas Mount,29,30,Cash
TXN00039689,DEL182,2024-11-16 08:41:00,Smart Card,Tourist,Sarai Kale Khan Nizamuddin,Noida Electronic City,36,36,Metro App
TXN00039690,DEL121,2024-11-05 17:48:00,Smart Card,Student,Jawaharlal Nehru Stadium,Jasola Apollo,23,27,NCMC Card
TXN00039691,BLR019,2024-12-23 08:08:00,Token,General,MG Road,Benniganahalli,17,20,Metro App
TXN00039692,PUN005,2024-10-06 17:01:00,Token,General,Phugewadi,Swargate,40,40,Cash
TXN00039693,JAI006,2024-10-05 22:08:00,Smart Card,General,Civil Lines,New Aatish Market,13,18,Metro App
TXN00039694,NDA009,2024-12-18 20:22:00,Token,Senior Citizen,Noida Sector 143,Noida Sector 101,15,30,UPI
TXN00039695,HYD011,2024-12-18 08:52:00,Smart Card,General,Ameerpet,Bharat Nagar,11,18,Cash
TXN00039696,DEL024,2024-11-07 22:36:00,Smart Card,General,Green Park,Dwarka Sector 9,13,18,Cash
TXN00039697,BLR015,2024-10-01 10:02:00,Monthly Pass,General,Majestic,Baiyappanahalli,23,27,NCMC Card
TXN00039698,HYD018,2024-12-19 12:10:00,Token,General,Gandhi Bhavan,Parade Ground,11,20,Cash
TXN00039699,DEL175,2024-12-25 19:00:00,QR Ticket,General,Durgabai Deshmukh South Campus,Mohan Nagar,42,40,UPI
TXN00039700,DEL015,2024-12-07 10:20:00,Smart Card,General,New Delhi,IFFCO Chowk,45,45,Credit/Debit Card
TXN00039701,NDA016,2024-12-28 06:53:00,QR Ticket,Women,Pari Chowk,Noida Sector 148,8,10,UPI
TXN00039702,KOL010,2024-10-24 14:05:00,Smart Card,General,Central,Kavi Nazrul,27,27,UPI
TXN00039703,DEL051,2024-12-18 21:57:00,Smart Card,Student,Janakpuri West,Saket,23,27,Credit/Debit Card
TXN00039704,DEL205,2024-12-04 18:54:00,QR Ticket,General,Udyog Nagar,Ashok Park Main,15,30,NCMC Card
TXN00039705,PUN022,2024-11-07 09:15:00,QR Ticket,Differently-abled,PMC,PCMC,35,40,Credit/Debit Card
TXN00039706,CHN016,2024-12-10 18:35:00,Smart Card,General,Chennai Central Metro,Saidapet,21,27,NCMC Card
TXN00039707,DEL156,2024-11-17 21:29:00,Token,General,Panchsheel Park,Sikanderpur,42,40,UPI
TXN00039708,DEL212,2024-10-12 20:14:00,QR Ticket,General,Ghevra,Paschim Vihar East,24,30,NCMC Card
TXN00039709,KOL017,2024-12-19 22:10:00,Smart Card,General,Jatin Das Park,Salt Lake Sector V,19,27,NCMC Card
TXN00039710,DEL118,2024-12-25 18:47:00,QR Ticket,General,ITO,INA,22,30,NCMC Card
TXN00039711,HYD025,2024-10-06 10:26:00,Smart Card,General,Chaitanyapuri,Nagole,22,27,Metro App
TXN00039712,DEL021,2024-10-11 22:49:00,Token,Women,Jor Bagh,Hindon River,72,60,Cash
TXN00039713,DEL017,2024-12-21 07:59:00,Token,Senior Citizen,Patel Chowk,Azadpur,26,30,Metro App
TXN00039714,HYD035,2024-11-21 08:13:00,Smart Card,Women,Yusufguda,Bharat Nagar,17,27,Credit/Debit Card
TXN00039715,NDA013,2024-10-25 10:32:00,Smart Card,General,Noida Sector 147,Noida Sector 148,8,18,NCMC Card
TXN00039716,CHN034,2024-12-10 10:15:00,QR Ticket,General,Arumbakkam,Chennai Central Metro,29,40,NCMC Card
TXN00039717,NGP027,2024-11-23 09:06:00,Smart Card,General,Dharampeth,Indora Square,15,27,UPI
TXN00039718,HYD047,2024-11-27 18:03:00,Monthly Pass,General,Stadium,Peddamma Gudi,36,36,Cash
TXN00039719,DEL190,2024-11-12 14:35:00,QR Ticket,General,Karkarduma Court,GTB Nagar,34,40,Cash
TXN00039720,DEL183,2024-10-04 21:24:00,Smart Card,General,Mayur Vihar Pocket-1,Hauz Khas,39,36,NCMC Card
TXN00039721,MUM062,2024-10-26 06:14:00,QR Ticket,Women,CSIA Domestic Airport,BKC,9,10,UPI
TXN00039722,BLR062,2024-10-31 17:56:00,QR Ticket,General,JP Nagar,Halasuru,20,30,Credit/Debit Card
TXN00039723,DEL131,2024-12-13 19:02:00,Smart Card,Women,Sarita Vihar,Dwarka Sector 14,47,45,UPI
TXN00039724,MUM060,2024-11-04 07:16:00,Smart Card,General,Vidyanagari,Acharya Atre Chowk,18,27,NCMC Card
TXN00039725,KOC015,2024-10-02 22:54:00,Smart Card,Women,MG Road,Edapally,9,18,Credit/Debit Card
TXN00039726,MUM013,2024-12-10 14:30:00,Smart Card,General,Dahisar East,Andheri,39,36,UPI
TXN00039727,DEL001,2024-12-16 20:12:00,Smart Card,General,Samaypur Badli,Gokulpuri,37,36,Credit/Debit Card
TXN00039728,DEL198,2024-10-16 19:56:00,Smart Card,Senior Citizen,Ashok Park Main,Saket,36,36,NCMC Card
TXN00039729,KOC018,2024-10-11 17:43:00,Smart Card,Tourist,Kadavanthra,Maharaja's College,6,9,NCMC Card
TXN00039730,NDA003,2024-12-08 15:13:00,Token,General,Noida Sector 76,Noida Sector 146,27,30,Cash
TXN00039731,HYD037,2024-11-21 21:28:00,Monthly Pass,General,Begumpet,NGRI,21,27,UPI
TXN00039732,BLR016,2024-11-19 09:25:00,QR Ticket,General,Sir M. Visvesvaraya,Manjunathanagar,30,30,Cash
TXN00039733,PUN029,2024-11-10 16:08:00,Token,General,Ramwadi,Shivaji Nagar,28,40,Cash
TXN00039734,DEL205,2024-11-27 23:57:00,Monthly Pass,Tourist,Udyog Nagar,Guru Dronacharya,37,36,Cash
TXN00039735,DEL221,2024-12-15 22:12:00,Smart Card,Senior Citizen,IGI Airport,Dwarka Sector 21,12,18,NCMC Card
TXN00039736,DEL125,2024-10-04 12:28:00,Smart Card,General,Kailash Colony,Azadpur,48,45,Cash
TXN00039737,KOL001,2024-12-22 23:28:00,QR Ticket,General,Dakshineswar,Central,16,30,Cash
TXN00039738,CHN005,2024-11-13 08:38:00,QR Ticket,Student,St. Thomas Mount,Little Mount Metro,23,30,UPI
TXN00039739,DEL129,2024-10-20 07:25:00,Smart Card,Student,Harkesh Nagar Okhla,Noida Sector 15,24,27,Cash
TXN00039740,BLR014,2024-11-14 10:16:00,QR Ticket,Women,City Railway Station,Challaghatta,30,40,UPI
TXN00039741,DEL051,2024-12-19 05:45:00,QR Ticket,General,Janakpuri West,Sultanpur,27,30,NCMC Card
TXN00039742,DEL115,2024-11-23 19:04:00,Smart Card,Women,Lal Qila,Shivaji Stadium,14,18,Credit/Debit Card
TXN00039743,BLR019,2024-12-01 07:05:00,Smart Card,Senior Citizen,MG Road,Benniganahalli,14,18,Credit/Debit Card
TXN00039744,HYD053,2024-12-09 18:26:00,QR Ticket,General,Musheerabad,ESI Hospital,20,30,UPI
TXN00039745,DEL066,2024-12-28 18:29:00,QR Ticket,General,Barakhamba Road,Welcome,27,40,Cash
TXN00039746,BLR043,2024-11-24 10:37:00,Token,General,Jalahalli,Jayanagar,25,30,Cash
TXN00039747,DEL069,2024-12-11 23:02:00,Monthly Pass,General,Indraprastha,Kashmere Gate,26,27,UPI
TXN00039748,MUM031,2024-11-05 13:57:00,Smart Card,General,Devipada,Vidhan Bhavan,64,45,Cash
TXN00039749,KOL009,2024-12-14 09:28:00,Monthly Pass,General,Mahatma Gandhi Road,Baranagar,12,18,UPI
TXN00039750,AMD029,2024-12-01 13:24:00,Smart Card,General,Gujarat University,Shahpur Extended,6,9,Metro App
TXN00039751,KOC015,2024-11-09 10:15:00,Token,General,MG Road,Pulinchodu,15,30,Cash
TXN00039752,DEL213,2024-11-24 09:16:00,Token,General,Tikri Kalan,Janakpuri West,23,30,NCMC Card
TXN00039753,BLR049,2024-11-17 16:14:00,Monthly Pass,General,Mahalakshmi,Yelachenahalli,25,27,Cash
TXN00039754,DEL070,2024-10-07 17:30:00,QR Ticket,General,Yamuna Bank,Vinobapuri,28,40,Cash
TXN00039755,MUM026,2024-10-20 19:51:00,Monthly Pass,Student,Goregaon West,Mumbai Central Metro,35,36,Metro App
TXN00039756,DEL221,2024-12-17 09:34:00,Smart Card,General,IGI Airport,Vinobapuri,42,36,NCMC Card
TXN00039757,BLR066,2024-12-25 06:44:00,QR Ticket,Student,Vajarahalli,Goraguntepalya,33,40,UPI
TXN00039758,DEL119,2024-12-21 21:05:00,Monthly Pass,General,Janpath,Ashok Park Main,27,27,UPI
TXN00039759,BLR068,2024-12-13 08:16:00,Token,Student,Silk Institute,Rajajinagar,30,40,Cash
TXN00039760,AMD007,2024-11-22 19:09:00,Smart Card,General,Old High Court,Sabarmati,22,27,NCMC Card
TXN00039761,MUM036,2024-11-14 05:05:00,Smart Card,General,Dindoshi,Aarey JVLR,17,27,Metro App
TXN00039762,DEL182,2024-10-07 09:12:00,Monthly Pass,Student,Sarai Kale Khan Nizamuddin,Jamia Millia Islamia,33,36,Cash
TXN00039763,BLR035,2024-10-19 08:27:00,Smart Card,General,Kadugodi Tree Park,Banashankari,42,36,UPI
TXN00039764,KOC016,2024-11-01 14:42:00,Smart Card,General,Maharaja's College,Thrippunithura,11,18,Metro App
TXN00039765,KOL024,2024-10-12 17:18:00,Token,General,Kavi Nazrul,Jatin Das Park,13,30,UPI
TXN00039766,BLR029,2024-10-01 09:07:00,Smart Card,Tourist,Hoodi,Peenya,42,36,NCMC Card
TXN00039767,DEL213,2024-10-08 22:12:00,Token,Student,Tikri Kalan,Ashram,48,50,Cash
TXN00039768,DEL090,2024-11-02 22:38:00,Monthly Pass,Differently-abled,Pitampura,Noida Sector 15,42,36,UPI
TXN00039769,HYD036,2024-10-06 08:11:00,Smart Card,Women,Madhura Nagar,Nagole,30,36,Credit/Debit Card
TXN00039770,MUM029,2024-11-13 09:57:00,Smart Card,Student,Ovaripada,Sahar Road,33,36,UPI
TXN00039771,HYD040,2024-10-26 19:47:00,Smart Card,General,Paradise,Durgam Cheruvu,27,27,NCMC Card
TXN00039772,BLR033,2024-10-05 09:22:00,Smart Card,Senior Citizen,Sri Sathya Sai Hospital,Mahadevapura,15,27,UPI
TXN00039773,BLR019,2024-12-13 10:53:00,Smart Card,General,MG Road,Goraguntepalya,22,27,UPI
TXN00039774,MUM007,2024-10-16 19:14:00,QR Ticket,Student,Airport Road,Girgaon,31,40,UPI
TXN00039775,DEL021,2024-11-05 20:09:00,Smart Card,General,Jor Bagh,Yamuna Bank,33,36,UPI
TXN00039776,HYD057,2024-12-15 17:28:00,Smart Card,General,Sultan Bazaar,Assembly,6,9,UPI
TXN00039777,KOL010,2024-11-07 13:54:00,Smart Card,Tourist,Central,Central Park,11,9,Cash
TXN00039778,DEL222,2024-11-12 12:31:00,Smart Card,General,Yashobhoomi Dwarka Sector 25,Moolchand,36,36,UPI
TXN00039779,MUM029,2024-12-20 14:41:00,Smart Card,Student,Ovaripada,Dahisar East,6,9,UPI
TXN00039780,DEL200,2024-11-26 16:12:00,Token,Student,Shivaji Park,Akshardham,37,40,Cash
TXN00039781,BLR031,2024-11-14 22:20:00,QR Ticket,Women,Kundalahalli,Swami Vivekananda Road,20,30,Credit/Debit Card
TXN00039782,DEL018,2024-12-24 18:36:00,QR Ticket,Women,Central Secretariat,Khan Market,17,30,Metro App
TXN00039783,IDR013,2024-10-03 19:17:00,Smart Card,General,Robot Square,Super Corridor 6,23,27,UPI
TXN00039784,DEL145,2024-11-27 19:41:00,Token,General,Raja Nahar Singh Ballabgarh,Tagore Garden,71,60,Cash
TXN00039785,KOL025,2024-11-18 18:32:00,QR Ticket,Student,Shahid Khudiram,Shyambazar,29,40,UPI
TXN00039786,DEL062,2024-10-07 21:53:00,Monthly Pass,General,Rajendra Place,Azadpur,35,36,Credit/Debit Card
TXN00039787,DEL005,2024-12-13 08:25:00,Smart Card,General,Adarsh Nagar,Jahangirpuri,9,9,Metro App
TXN00039788,BLR052,2024-10-06 05:17:00,Monthly Pass,General,Srirampura,MG Road,20,27,NCMC Card
TXN00039789,KOC014,2024-10-02 16:39:00,Smart Card,General,Town Hall,Ernakulam South,9,9,UPI
TXN00039790,DEL008,2024-10-23 06:12:00,Smart Card,General,GTB Nagar,Patel Chowk,21,27,NCMC Card
TXN00039791,LKO009,2024-11-15 19:52:00,QR Ticket,General,Durgapuri,Sachivalaya,8,10,NCMC Card
TXN00039792,DEL019,2024-12-15 10:08:00,Monthly Pass,General,Udyog Bhawan,Ramesh Nagar,18,27,UPI
TXN00039793,KOC009,2024-11-20 12:59:00,Monthly Pass,General,Edapally,MG Road,14,18,Metro App
TXN00039794,DEL038,2024-10-22 18:40:00,Smart Card,General,Dwarka Sector 21,Bahadurgarh City,29,27,UPI
TXN00039795,MUM003,2024-12-16 23:43:00,Smart Card,General,Azad Nagar,Mumbai Central Metro,28,27,UPI
TXN00039796,DEL094,2024-10-23 09:55:00,Monthly Pass,General,Kanhaiya Nagar,Mayur Vihar Pocket-1,17,27,Credit/Debit Card
TXN00039797,AMD007,2024-12-26 05:43:00,Smart Card,Women,Old High Court,Shahpur,13,18,Cash
TXN00039798,DEL046,2024-10-12 14:38:00,QR Ticket,Student,Dwarka,Barakhamba Road,32,40,NCMC Card
TXN00039799,DEL089,2024-10-04 07:08:00,QR Ticket,General,Rohini East,Rajiv Chowk,28,40,UPI
TXN00039800,PUN022,2024-12-07 18:12:00,Smart Card,General,PMC,Yerawada,19,27,Cash
TXN00039801,DEL099,2024-11-10 06:18:00,Token,General,Tis Hazari,Shalimar Bagh,23,30,Cash
TXN00039802,DEL132,2024-10-23 05:47:00,QR Ticket,General,Mohan Estate,MG Road,43,50,UPI
TXN00039803,CHN019,2024-11-01 17:25:00,Token,Student,Washermanpet,Meenambakkam,26,30,Cash
TXN00039804,DEL188,2024-10-16 10:53:00,Smart Card,Student,Anand Vihar ISBT,Ramesh Nagar,35,36,Cash
TXN00039805,AMD025,2024-11-02 14:44:00,Token,Tourist,Usmanpura,Sabarmati,18,30,NCMC Card
TXN00039806,CHN025,2024-12-17 18:54:00,Smart Card,Student,Nehru Park,St. Thomas Mount,33,36,Metro App
TXN00039807,DEL202,2024-10-05 06:02:00,QR Ticket,General,Paschim Vihar East,Ashram,31,40,UPI
TXN00039808,HYD046,2024-11-06 22:59:00,Smart Card,Differently-abled,NGRI,Chaitanyapuri,19,27,NCMC Card
TXN00039809,BLR060,2024-12-29 17:45:00,Smart Card,General,RV Road,Jalahalli,27,27,NCMC Card
TXN00039810,HYD044,2024-11-18 07:41:00,Smart Card,General,Tarnaka,JBS Parade Ground,12,18,UPI
TXN00039811,DEL066,2024-10-29 08:49:00,Smart Card,General,Barakhamba Road,Shalimar Bagh,38,36,Cash
TXN00039812,PUN010,2024-11-28 16:19:00,QR Ticket,General,Shivaji Nagar,PCMC,38,40,Credit/Debit Card
TXN00039813,DEL004,2024-11-21 20:58:00,Token,General,Jahangirpuri,Rohini West,6,10,Cash
TXN00039814,DEL128,2024-10-21 05:52:00,Token,General,Govind Puri,Sadar Bazar Cantonment,42,40,UPI
TXN00039815,DEL206,2024-11-18 14:54:00,Smart Card,Senior Citizen,Maharaja Surajmal Stadium,Karol Bagh,34,36,UPI
TXN00039816,BLR002,2024-10-06 10:07:00,Smart Card,General,Kengeri,Deepanjali Nagar,16,27,UPI
TXN00039817,CHN009,2024-11-12 08:49:00,QR Ticket,Senior Citizen,Saidapet,Mannadi,16,30,UPI
TXN00039818,BLR035,2024-12-15 16:19:00,Monthly Pass,General,Kadugodi Tree Park,Majestic,45,36,Credit/Debit Card
TXN00039819,DEL068,2024-10-24 10:59:00,QR Ticket,Tourist,Supreme Court,Kashmere Gate,25,30,NCMC Card
TXN00039820,DEL125,2024-10-24 07:12:00,Token,Women,Kailash Colony,Okhla Bird Sanctuary,20,30,Metro App
TXN00039821,DEL046,2024-10-27 07:42:00,Smart Card,Student,Dwarka,Vidhan Sabha,23,27,UPI
TXN00039822,DEL007,2024-12-01 06:16:00,QR Ticket,Tourist,Model Town,Haiderpur Badli Mor,13,20,Cash
TXN00039823,NGP027,2024-12-21 23:06:00,Smart Card,Senior Citizen,Dharampeth,Dharampeth College,8,9,Cash
TXN00039824,NDA003,2024-10-17 09:51:00,Smart Card,Student,Noida Sector 76,Noida Sector 146,24,27,Credit/Debit Card
TXN00039825,DEL012,2024-12-01 20:48:00,QR Ticket,Student,Kashmere Gate,Adarsh Nagar,24,30,Credit/Debit Card
TXN00039826,DEL013,2024-12-29 21:00:00,Token,Tourist,Chandni Chowk,Supreme Court,36,40,UPI
TXN00039827,KOL006,2024-10-18 07:21:00,Monthly Pass,General,Shyambazar,Kavi Nazrul,30,36,NCMC Card
TXN00039828,HYD001,2024-11-22 05:28:00,QR Ticket,General,Miyapur,Bharat Nagar,16,30,Cash
TXN00039829,DEL073,2024-10-28 13:46:00,QR Ticket,Women,Mayur Vihar Extension,Dwarka Sector 13,41,40,Credit/Debit Card
TXN00039830,DEL100,2024-11-11 10:14:00,Monthly Pass,General,Shastri Park,Gokulpuri,11,18,UPI
TXN00039831,NGP008,2024-11-08 18:29:00,QR Ticket,General,Sitabuldi,Nagpur Railway Station,13,20,Metro App
TXN00039832,MUM004,2024-11-29 13:24:00,QR Ticket,General,Andheri,Goregaon West,16,30,UPI
TXN00039833,HYD011,2024-12-09 10:10:00,QR Ticket,Student,Ameerpet,Lakdikapul,14,20,NCMC Card
TXN00039834,HYD047,2024-12-11 17:15:00,Token,General,Stadium,Mettuguda,15,20,UPI
TXN00039835,BLR025,2024-10-01 09:40:00,Smart Card,Student,Benniganahalli,MG Road,13,18,Cash
TXN00039836,PUN015,2024-11-26 22:39:00,Smart Card,General,Vanaz,Khadki,14,18,NCMC Card
TXN00039837,CHN004,2024-12-13 09:57:00,Smart Card,General,Arignar Anna Alandur,Ashok Nagar,11,9,UPI
TXN00039838,DEL097,2024-11-06 18:20:00,Smart Card,Senior Citizen,Pratap Nagar,Pitampura,23,27,UPI
TXN00039839,BHO004,2024-11-27 08:32:00,QR Ticket,General,Pul Bogda,Aish Bagh,11,20,UPI
TXN00039840,DEL213,2024-12-06 10:48:00,Monthly Pass,General,Tikri Kalan,Krishna Nagar,55,45,NCMC Card
TXN00039841,BLR001,2024-10-25 10:55:00,Smart Card,General,Challaghatta,Swami Vivekananda Road,43,36,UPI
TXN00039842,PUN015,2024-12-07 20:02:00,Smart Card,Student,Vanaz,Pune Railway Station,30,36,UPI
TXN00039843,DEL040,2024-10-18 16:07:00,Smart Card,General,Dwarka Sector 9,Mansarovar Park,59,45,UPI
TXN00039844,DEL146,2024-10-03 19:06:00,QR Ticket,General,Dabri Mor Janakpuri South,Hauz Khas,21,30,Cash
TXN00039845,MUM011,2024-12-15 16:16:00,Token,General,Jagruti Nagar,Andheri,21,30,Metro App
TXN00039846,MUM008,2024-12-09 20:08:00,Smart Card,General,Marol Naka,BKC,14,18,NCMC Card
TXN00039847,DEL099,2024-12-14 11:34:00,Smart Card,General,Tis Hazari,Yashobhoomi Dwarka Sector 25,56,45,UPI
TXN00039848,MUM008,2024-10-12 18:29:00,QR Ticket,General,Marol Naka,Siddhivinayak,20,30,UPI
TXN00039849,DEL025,2024-12-15 09:44:00,QR Ticket,Senior Citizen,Hauz Khas,Kohat Enclave,31,40,Metro App
TXN00039850,DEL035,2024-11-10 09:20:00,Smart Card,Senior Citizen,MG Road,Rohini Sector 18-19,59,45,UPI
TXN00039851,KOC004,2024-11-21 07:42:00,Smart Card,General,Ambattukavu,Maharaja's College,18,27,UPI
TXN00039852,DEL146,2024-12-27 17:28:00,Smart Card,Student,Dabri Mor Janakpuri South,Nehru Enclave,35,36,Cash
TXN00039853,DEL153,2024-12-21 10:40:00,Smart Card,General,Munirka,Inderlok,25,27,Cash
TXN00039854,LKO016,2024-10-12 22:53:00,Smart Card,General,IT College,KD Singh Babu Stadium,8,9,NCMC Card
TXN00039855,JAI007,2024-11-21 12:53:00,Smart Card,General,Railway Station,Chandpole,10,9,NCMC Card
